UID,Text,video_doorbell,gate,lock,intercom,lights,dog,police,security_camera_system,none,warning_sign,guard_ID_resident,security_screen_door
30122354,Elizabeth square apts,,,,,,,,,,,,
30124297,"Apartment complex has signs for authorized parking for residents, sign that office has a security system but not the DU building, and sign saying guests must park in guest spaces only, 2 bicycles on the front porch of the DU were locked with a chain and one pedal was missing from one bike",,,1,,,,,,,1,,
30124651,Currently under renovation and vacant,,,,,,,,,,,,
30124695,Area isn?€?t safe,,,,,,,,,,,,
30127401,Flood lights.,,,,,1,,,,,,,
30128578,Limited parking on street,,,,,,,,,,,,
30130359,DU #2 is on the first floor right hand side. This is a single family home converted into 4 units.,,,,,,,,,,,,
30134577,Some units have patios gated in with metal,,1,,,,,,,,,,
30135309,Has RING doorbell,1,,,,,,,,,,,
30135332,For Lease sign in front of unit,,,,,,,,,,,,
30137725,"Fence was open today, 2 peepholes in front door.",,1,,,,,,,,,,1
30137833,"Adt security sign,  cameras, locked courtyard. Gated community",,1,1,,,,,1,,1,,
30141353,No additional Security,,,,,,,,,1,,,
30144493,Windows are boarded up with plywood yard unkempt,,,,,,,,,,,,
30145678,Residence is walled off by a fence,,1,,,,,,,,,,
30146949,Security gates to drive thru to get into complex,,1,,,,,,,,,,
30149119,Ring doorbell,1,,,,,,,,,,,
30153123,Peephole in apt. door,,,,,,,,,,,,1
30155271,RING doorbell system,1,,,,,,,,,,,
30162206,"There is a high gate with padlock.  There?€?s lots of trees, bushes and scrubs outside and inside gate. On the gate is a note that reads, ?€?All packages over fence and back away.?€? There is no visible entrance to this house.",,1,1,,,,,,,1,,
30162422,Heard large dog barking when I rang doorbell.,,,,,,1,,,,,,
30162778,Old ?€?company security notice?€? pasted on 2 doors.,,,,,,,,,,1,,
30164417,"This is a Private ,Lake neighborhood. Signs at entrance say NO soliciting.",,,,,,,,,,1,,
30166963,"Ring doorbell, yorkie inside",1,,,,,1,,,,,,
30167171,"Lamp post, multiple door lights.",,,,,1,,,,,,,
30168754,Metal security door and Ring doorbell.,1,,,,,,,,,,,1
30171947,Exterior and parking garage at the building are well lit at night.,,,,,1,,,,,,,
30175637,Martin Downs country club,,,,,,,,,,,,
30176317,"These apartments don?€?t have a secured iron door preceding wooden door, but this particular DU does.",,,,,,,,,,,,1
30177376,There is a gate across the front door.,,1,,,,,,,,,,
30178506,Road not well maintained. This on North side of street across from ?€?1759?€?,,,,,,,,,,,,
30179004,This is a gated apartment complex.  The gate stays open days and is closed every evening.,,1,,,,,,,,,,
30181164,Locked apt 2 bells unable to gain access,,,1,,,,,,,,,
30181294,The home is vacant and being remodeled.,,,,,,,,,,,,
30183331,Key or code needed to gain access,,,1,,,,,,,,,
30184947,Fence all around the property,,1,,,,,,,,,,
30187173,"Building is locked concierge has to push button to gain entry. Once in, you have to go to front desk. If residents can?€?t be contacted to say it?€?s okay you?€?re not allowed past the desk.",,,1,,,,,,,,1,
30189469,Pine Ridge condominium complex,,,,,,,,,,,,
30191165,Security screen door,,,,,,,,,,,,1
30191637,Security screen door,,,,,,,,,,,,1
30194799,Buzzer for access,,,,1,,,,,,,,
30194863,Flood lights,,,,,1,,,,,,,
30195435,Security screen door,,,,,,,,,,,,1
30196502,New neighborhood various stages of moving in,,,,,,,,,,,,
30197141,Appears to require a key card to enter although door opened for me without one,,,1,,,,,,,,,
30198285,Keypad needed to gain entry.,,,1,,,,,,,,,
30198832,Must pass thru decorative metal door (with lock) to get to front door.  Today this door was not locked,,,1,,,,,,,,,
30199170,There is a sign protected by simply safe security,,,,,,,,,,1,,
30202531,Security screen door,,,,,,,,,,,,1
30204601,Unable to access- gated community- Glen Kernan Golf and Country Club,,1,,,,,,,,,,
30205411,This apt complex has 8ft high perimeter fencing with locked gate and electric gate for auto entry and exit. Low income project with restricted access. No way to enter,,1,1,,,,,,,,,
30207763,Ring doorbell,1,,,,,,,,,,,
30210280,No parking,,,,,,,,,,,,
30211421,Flood lights.,,,,,1,,,,,,,
30214099,Ring doorbell,1,,,,,,,,,,,
30214118,Newly installed entrance gate require code not operating yet but very soon,,1,,,,,,,,,,
30216415,Key or code needed to gain access,,,1,,,,,,,,,
30216921,Key needed to enter building,,,1,,,,,,,,,
30217140,Limited parking on street,,,,,,,,,,,,
30219641,Ring doorbell,1,,,,,,,,,,,
30220355,NA ,,,,,,,,,1,,,
30220377,Security screen door,,,,,,,,,,,,1
30222511,Adt sign,,,,,,,,,,1,,
30225985,Video Doorbell,1,,,,,,,,,,,
30228575,Ring doorbell,1,,,,,,,,,,,
30228779,Windows boarded up.  Padlock on door,,,1,,,,,,,,,
30229084,Lost River phase 1 gated community with only an intercom key pad to gain entry.,,1,,1,,,,,,,,
30231973,Lots of no trespassing signs,,,,,,,,,,1,,
30233292,Limited parking on street.,,,,,,,,,,,,
30234604,RING doorbell,1,,,,,,,,,,,
30238253,Eagle Marsh Country Club,,,,,,,,,,,,
30238275,This du is on farm lands,,,,,,,,,,,,
40002022,Country Villas,,,,,,,,,,,,
40006198,No trespassing sign.,,,,,,,,,,1,,
40007351,No  additional security,,,,,,,,,1,,,
40010931,Must knock on door at side of the house,,,,,,,,,,,,
40012625,Skybell   System similar to RING,1,,,,,,,,,,,
40013673,Door light.,,,,,1,,,,,,,
40017095,Large dog inside,,,,,,1,,,,,,
40018117,Neighborhood watch sign,,,,,,,,,,1,,
40019369,Has RING doorbell,1,,,,,,,,,,,
40019789,Door keypad to enter,,,1,,,,,,,,,
40020084,Du inaccessible.  Could not open gate,,1,,,,,,,,,,
40025205,Security screen door,,,,,,,,,,,,1
40025926,DU has peep hole. HHR spoke through door because her husband wasn?€?t home.,,,,,,,,,,,,1
40026662,Gated,,1,,,,,,,,,,
40027308,Large development with gated parking,,1,,,,,,,,,,
40027869,Video doorbell,1,,,,,,,,,,,
40027977,Doorbell camera.,1,,,,,,,,,,,
40029207,Upstairs neighbor is very aggressive.,,,,,,,,,,,,
40029401,Heavy metal screen door,,,,,,,,,,,,1
40031657,Ring doorbell,1,,,,,,,,,,,
40034968,Limited parking on street,,,,,,,,,,,,
40035240,The dwelling unit is located in the back of 4360 Mississippi St.,,,,,,,,,,,,
40035648,At least 3 sets of gate barricades before getting to DU,,1,,,,,,,,,,
40037730,Vacant,,,,,,,,,,,,
40038799,Buzzer for access,,,,1,,,,,,,,
40039899,No security,,,,,,,,,1,,,
40040581,Buzzer for access,,,,1,,,,,,,,
40041175,"Keyless entry, flood lights.",,,,,1,,,,,,,
40041487,Ring,1,,,,,,,,,,,
40043955,Sign that stated neighborhood watch in arra,,,,,,,,,,1,,
40045597,This is an apt. Building. The front door is locked. You can?€?t gain entry unless someone lets you in.,,,1,,,,,,,,,
40045939,"Apartment complex office building has a security service sign, but not the buildings where the DUs are located. Well lit breezeways and grounds at night. Peephole in apartment door.",,,,,1,,,,,1,,1
40046266,"Park on the street then apartment building is on the right side, either get in the apartment through least office then walk around to right side. J2",,,,,,,,,,,,
40046590,Controlled access apartment building,,,,,,,,,,,1,
40048002,Video doorbell,1,,,,,,,,,,,
40048035,"Peephole in apartment door, sign for authorized parking only",,,,,,,,,,1,,1
40048585,Argo doorbell,1,,,,,,,,,,,
40053086,HHR reports crimes in neighborhood but not to their home.,,,,,,,,,,,,
40056182,"Outer door is locked unless occupant of one of four Apts lets you in. Each apt has a separate doorbell. So you cannot knock, only doorbell",,,1,,,,,,,,,
40056717,House is vacant,,,,,,,,,,,,
40063571,Dog in courtyard,,,,,,1,,,,,,
40064682,A very poor community,,,,,,,,,,,,
40065339,"Ring doorbell, yorkie inside",1,,,,,1,,,,,,
40065856,Limited parking on street,,,,,,,,,,,,
40066332,Neighbor watches home,,,,,,,,,,,,
40067432,One of 5-6 houses off a narrower lane on the right side of S. Iris. It is near the top,,,,,,,,,,,,
40068907,There is perimeter fencing with electric and locking gates,,1,1,,,,,,,,,
40069416,There is a gate before you get to front door,,1,,,,,,,,,,
40070216,There are four visible entrances the apartments. The two located on Stanley require a key code and are locked. FI entered through back gate which was not locked.,,1,1,,,,,,,,,
40071275,Ring camera,,,,,,,,1,,,,
40074456,Location upstairs,,,,,,,,,,,,
40076935,Doorbell was a phone system. Believe this is a second home. No one answered.,1,,,,,,,,,,,
40078298,None.,,,,,,,,,1,,,
40078339,"Neighborhood watch sticker on front window, flood lights on front of house and other yard lights",,,,,1,,,,,1,,
40080080,Building is scheduled for demolision,,,,,,,,,,,,
40082655,Emerald Lakes townhomes,,,,,,,,,,,,
40085085,Door light.,,,,,1,,,,,,,
40086044,Doorbell camera doesn?€?t seem to record.,1,,,,,,,,,,,
40087791,Buzzer for access,,,,1,,,,,,,,
40088114,This may be a trucking co.  Can?€?t tell if it is also a home,,,,,,,,,,,,
40088493,Ring doorbell.,1,,,,,,,,,,,
40093325,Intercom to gain entry,,,,1,,,,,,,,
40093745,Fence around house,,1,,,,,,,,,,
40094436,Very nice home in the middle of govt housing,,,,,,,,,,,,
40095558,"No street parking, only one visitor parking.",,,,,,,,,,,,
40099464,"Locked gate, parking also gated",,1,1,,,,,,,,,
40101060,There is a gate across the front door,,1,,,,,,,,,,
40102687,Security screen door,,,,,,,,,,,,1
40102858,Has Google visual door bell,1,,,,,,,,,,,
40107091,"lots of exterior lights on the house and in the yard, chain link fence around entire property and across driveway, house set back from the street",,1,,,1,,,,,,,
40107507,Locked main door to access building ,,,1,,,,,,,,,
40107734,Very limited street parking.,,,,,,,,,,,,
40111856,Elec gate not used,,1,,,,,,,,,,
40114479,"Authorized off-street resident parking only, well-lit interior hallway, lights outside each apartment door (those most not on when I was there)",,,,,1,,,,,,,
40115375,There are2 doors with locks,,,1,,,,,,,,,
40117155,Buzzer for access under mailboxes,,,,1,,,,,,,,
40118578,Must pass through a gate to enter apartment complex. FI entered through gate that was lodged open by a rock.,,1,,,,,,,,,,
40123079,Ring Video doorbell,1,,,,,,,,,,,
40125989,Motion activated exterior lighting,,,,,1,,,,,,,
40126012,Public housing,,,,,,,,,,,,
40128030,Ring camera-doorbell,1,,,,,,,1,,,,
40128461,Fenced backyard,,1,,,,,,,,,,
40129011,Security walk gates,,1,,,,,,,,,,
40129431,"Signs saying assigned parking for residents only and visitors must get a parking permit, apt. office has a security service but did not see such a sign on the building where the DU is located",,,,,,,,,,1,1,
40129873,Driveway and sidewalk covered with pine straw and pine cones. Difficult to walk.,,,,,,,,,,,,
40130747,"Peephole in front door, garage on ground floor and must go up 17 stairs to front door; peephole in front door",,,,,,,,,,,,1
40130792,The Gibson apts,,,,,,,,,,,,
40132390,Ring door bell at front door.,1,,,,,,,,,,,
40136961,Two apts behind locked entry door,,,1,,,,,,,,,
40137511,Security screen door,,,,,,,,,,,,1
40138183,DU in a seniors park,,,,,,,,,,,,
40138611,Flood lights.,,,,,1,,,,,,,
40139067,Sign in the community indicating this area is a crime watch community.,,,,,,,,,,1,,
40141484,No DU number on Hh or mail box. Identified address based on addresses to each side and utilizing mapping,,,,,,,,,,,,
40142733,"Flood lights above garage, peephole in front door",,,,,1,,,,,,,1
40143305,Key needed for access,,,1,,,,,,,,,
40143736,Dogs barking inside the house,,,,,,1,,,,,,
40143899,Lexington Lakes Townhouse Assiciation,,,,,,,,,,,,
40144256,No soliciting sign,,,,,,,,,,1,,
40144580,Ring doorbell,1,,,,,,,,,,,
40145527,"Peephole in apartment door, well lit at night in breezeways and around the buildings and grounds at the apartment complex",,,,,1,,,,,,,1
40148117,Gated community with manned security guards,,1,,,,,,,,,1,
40150545,Manned guard at gatehouse to community,,1,,,,,,,,,1,
40151195,Peephole in front door,,,,,,,,,,,,1
40152897,6ft Cement wall and solid iron gate precedes door to DU,,1,,,,,,,,,,
40153425,Ring doorbell,1,,,,,,,,,,,
40153481,DUs have locking metal screen doors securing their front door,,,1,,,,,,,,,1
40153704,Fence around yard,,1,,,,,,,,,,
40153931,This is a senior independent living complex,,,,,,,,,,,,
40153975,Ring video doorbell,1,,,,,,,,,,,
40155829,This is a secured bldg. locked door intercom for apt. Number,,,1,1,,,,,,,,
40158204,Gate to entry as well as gated community.,,1,,,,,,,,,,
40159081,Gate was open,,1,,,,,,,,,,
40159133,Security screen door,,,,,,,,,,,,1
40159940,Gated apt complex,,1,,,,,,,,,,
40160762,Must pass through a small wooden gate. Gate was open when FI completed DU observation.,,1,,,,,,,,,,
40161431,The complex in which this residence is located has signs saying it is surveilled by camera and authorized parking only.,,,,,,,,,,1,,
40163512,Ring doorbell,1,,,,,,,,,,,
40163619,RING doorbell,1,,,,,,,,,,,
40165444,Apartment in front of gate,,1,,,,,,,,,,
40166533,Gated golf community,,1,,,,,,,,,,
40169048,Security door,,,,,,,,,,,,1
40171205,This is a senior living apt complex,,,,,,,,,,,,
40173803,Buzzer for access,,,,1,,,,,,,,
40175003,Buzzer for access,,,,1,,,,,,,,
40175445,Mobile home park,,,,,,,,,,,,
40175553,Video doorbell,1,,,,,,,,,,,
40179511,Addington Place Independent Living,,,,,,,,,,,,
40180162,Huge pile of moving cartons under huge tarp in front yard may have had storm damage or mold from rain,,,,,,,,,,,,
40182038,There is a Ring doorbell.,1,,,,,,,,,,,
40183235,Video doorbell,1,,,,,,,,,,,
40189288,Door code for access,,,1,,,,,,,,,
40191263,Unoccupied DU. Condemned & boarded up.,,,,,,,,,,,,
40192835,Ring doorbell,1,,,,,,,,,,,
40193601,Flood lights.,,,,,1,,,,,,,
40194745,"Building is locked concierge has to push button to gain entry. Once in, you have to go to front desk. If residents can?€?t be contacted to say it?€?s okay you?€?re not allowed past the desk.",,,1,,,,,,,,1,
40198208,Gate never in use or closed,,1,,,,,,,,,,
40200923,Security screen door,,,,,,,,,,,,1
40201197,Nobody tending guardhouse at entry to community,,,,,,,,,,,1,
40201818,It?€?s in a corner,,,,,,,,,,,,
40202703,Vacant House,,,,,,,,,,,,
40204260,Security screen door,,,,,,,,,,,,1
40204301,Peephole in apartment door,,,,,,,,,,,,1
40206501,Camera doorbell,1,,,,,,,,,,,
40206567,Building under renovation. Windows boarded up,,,,,,,,,,,,
40207214,RING doorbell at front door.,1,,,,,,,,,,,
40208381,Video doorbell,1,,,,,,,,,,,
40208712,Video doorbell,1,,,,,,,,,,,
40209265,Video doorbell.,1,,,,,,,,,,,
40209931,Ring Doorbell system,1,,,,,,,,,,,
40213945,Husband?€?s police car sits in front of house,,,,,,,1,,,,,
40214573,Broken window.  Foundation of trailer collapsing in part,,,,,,,,,,,,
40217453,Ring doorbell,1,,,,,,,,,,,
40217884,They have signs saying they are protected by a security service. They have a ring doorbell,1,,,,,,,,,1,,
40219396,Ring door bell,1,,,,,,,,,,,
40220420,RING doorbell,1,,,,,,,,,,,
40223689,Flood lights.,,,,,1,,,,,,,
40225403,Skyview video doorbell,1,,,,,,,,,,,
40225577,Video door bell system,1,,,,,,,,,,,
40227001,Camera at door,1,,,,,,,,,,,
40227335,Iron gate estate,,1,,,,,,,,,,
40229580,Camera doorbell,1,,,,,,,,,,,
40229773,Locked exterior,,,1,,,,,,,,,
40230562,Autumn park apts,,,,,,,,,,,,
40231673,Screen in porch,,,,,,,,,,,,1
40232449,Sign says they have RING svc but no doorbell attached to building,,,,,,,,,,1,,
40233561,Peephole in front door,,,,,,,,,,,,1
40233903,Ring video doorbell,1,,,,,,,,,,,
40235073,"Duck wood 55+ community, nobody in the guardhouse",,,,,,,,,,,1,
40235222,Two elderly disabled people.,,,,,,,,,,,,
40235493,There is a gate but is always open,,1,,,,,,,,,,
40236708,None yet but a security gate is in progress,,1,,,,,,,,,,
40238191,The resident has a no trespassing sign posted,,,,,,,,,,1,,
40238500,Camera and intercom in Ring doorbell.,1,,,1,,,,1,,,,
40239785,Buzzer for access,,,,1,,,,,,,,
